smiles,FishAT,group
O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,1,train
Nc1cn[nH]c(=O)c1Cl,1,train
Nc1nc(N)nc(N)n1,1,train
NS(=O)(=O)c1ccccc1Cl,0,valid
CNC(=O)Oc1cc(C)c(C)cc1Cl,1,train
CNC(=O)OCc1cccc(Cl)c1Cl,1,train
CC(C)c1ccc2c(c1Cl)CCC1C(C)(C(=O)O)CCCC21C,1,train
Cc1cc(Cl)ccc1OCC(=O)OCCCCCC(C)C,1,train
CC(=O)Cc1c(Cl)cc(Cl)cc1Cl,1,train
CC(=O)c1ccc(Oc2ccc(Cl)cc2)cc1Cl,1,train
CC(C)(C)CC(C)(C)Nc1nc(Cl)nc(Cl)n1,1,train
C=CCOC(=O)C(C)(C)OC(=O)c1cc(N)ccc1Cl,1,train
C=CCOC(=O)C(C)(C)OC(=O)c1cc([N+](=O)[O-])ccc1Cl,1,train
CC(C(=O)c1ccc(Cl)cc1)C1CC1,1,test
C=CC(C)C(O)c1ccc(Cl)cc1,1,train
CCCCCCCCCc1nc(N)nc(N)n1,1,train
CCN(c1ccccc1)c1nc(Cl)nc(Nc2cc(S(=O)(=O)O)cc3cc(S(=O)(=O)O)c(N=Nc4cc(NC(=O)C(Br)CBr)ccc4S(=O)(=O)O)c(O)c23)n1,1,valid
CCOc1nc(Cl)cc(Cl)n1,1,train
CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N,1,train
CCc1cccc(C)c1N,1,train
CCc1cccc(N)c1,1,train
CCc1ccccc1N,1,valid
CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,1,train
CNS(=O)(=O)c1cc(OC)c(N)cc1C,1,train
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,1,train
COP(=S)(OC)Oc1ccc(Cl)cc1C#N,1,train
COc1cc(Cl)c(OC)cc1N,1,train
COc1cc([N+](=O)[O-])c(OC)cc1Cl,1,test
COc1cc([N+](=O)[O-])ccc1N,1,train
COc1ccc(Cl)cc1NC(=O)CC(C)=O,1,train
COc1ccc(N)c([N+](=O)[O-])c1,1,train
COc1ccc(S(=O)(=O)CCOS(=O)(=O)O)cc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(S(=O)(=O)CCOS(=O)(=O)O)cc3)c(N)c2c1O,1,train
CS(=O)(=O)OCC1COC(Cn2ccnc2)(c2ccc(Cl)cc2Cl)O1,1,train
Cc1c(CNC(=O)CCl)c(C)c(Nc2cc(S(=O)(=O)O)c(N)c3c2C(=O)c2ccccc2C3=O)c(C)c1CNC(=O)CCl,1,train
Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1,train
Cc1c(Cl)cccc1[N+](=O)[O-],1,train
Cc1cc(C)c(Cl)c(O)c1,1,train
Cc1cc(Cl)c(Cl)cc1Cl,1,train
Cc1cc(O)c(Cl)c(C)c1Cl,1,valid
Cc1ccc(Cl)cc1Cl,1,valid
Cc1ccc(O)c(Cl)c1,1,train
Cc1cccc(Cl)c1,1,train
Cc1cccc(Cl)c1C,1,train
ClCc1ccc(Cl)cc1Cl,1,train
Clc1cc(Cl)c(Cl)nc1Cl,1,train
Clc1cc(Cl)ncn1,1,train
O=c1ccc(Cl)c[nH]1,1,valid
Clc1ccc(CNC2CCCC2)cc1,1,valid
Clc1ccc(Oc2cccc(Cl)c2)cc1,1,test
O=c1ccn(-c2ccc(Cl)cc2)[nH]1,1,train
O=c1cccc(Cl)[nH]1,1,train
Clc1cccc(Cl)c1Nc1ccccc1,1,train
FC(F)(F)COc1cccnc1Cl,1,train
Fc1ccc(C(F)(F)F)cc1Cl,1,train
N=C(NCCCCCCN(C(=N)N)C(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,1,train
NC(=O)c1ccc(Cl)c(N)c1,1,train
Nc1c(Cl)cc(C(F)(F)F)cc1Cl,1,train
Nc1c(Cl)ccc(Cl)c1Cl,1,train
Nc1cc(Cl)c(Cl)c(Cl)c1Cl,1,train
Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,1,train
Nc1ccc(CCNCC(O)c2ccccc2)cc1,1,test
Nc1ccc(Cl)cc1O,1,train
Nc1ccc(F)cc1F,1,test
Nc1ccc(N)c(S(=O)(=O)O)c1,1,train
Nc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,1,train
Nc1ccc2c3c(cccc13)C(=O)NC2=O,1,train
Nc1cccc(C(F)(F)F)c1,1,train
O=C(O)COc1ccc(Cl)c2cccnc12,1,train
OC(Cn1ccnc1)c1ccc(Cl)cc1Cl,1,train
OCC1COC(Cn2ccnc2)(c2ccc(Cl)cc2Cl)O1,1,train
OCc1ccc(Cl)cc1Cl,1,train
O=C(OO)c1cccc(Cl)c1,1,train
Oc1cc(Cl)cc(Br)c1,1,train
O=[N+]([O-])c1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,1,train
O=[N+]([O-])c1cc(Cl)cc(Cl)c1,1,train
O=[N+]([O-])c1cc(Cl)cc(Cl)c1[N+](=O)[O-],1,train
O=[N+]([O-])c1ccc(Cl)cc1Cl,1,train
O=[N+]([O-])c1ccccc1-c1ccc(Cl)cc1,1,train
Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,1,train
O=S(=O)(O)c1cc(Nc2nc(Cl)nc(Nc3ccc(Nc4nc(Cl)nc(Nc5cc(S(=O)(=O)O)cc6cc(S(=O)(=O)O)c(N=Nc7ccccc7S(=O)(=O)O)c(O)c56)n4)cc3)n2)c2c(O)c(N=Nc3ccccc3S(=O)(=O)O)c(S(=O)(=O)O)cc2c1,1,train
CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(N)c3)n2)CC1,1,train
CSc1cc(SC)c(N)c(C)c1N,1,valid
Nc1ccc2cc(S(=O)(=O)O)cc(S(=O)(=O)O)c2c1N=Nc1ccc(S(=O)(=O)O)cc1,1,train
O=S(=O)(O)CCS(=O)(=O)c1ccc(N2CCC(c3ccc(Cl)cc3)=N2)cc1,1,train
O=C(O)CNC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,1,train
Cc1nn(-c2cccc(Cl)c2)c(O)c1N=Nc1cc(S(=O)(=O)O)cc([N+](=O)[O-])c1O,1,train
Cn1cc(Cl)c(COc2ccc3nc(C4CCCCC4C(=O)O)n(Cc4ccc(Br)cc4)c3c2)n1,1,train
CC1Cn2c(nnc2-c2cnccn2)C(=O)N1Cc1cc(N)ccc1Cl,1,train
Nc1ncc(F)cc1-c1ccc(Oc2ncc(NC(=O)Nc3cc(C(F)(F)F)ccc3-n3ccnn3)cn2)cc1,1,test
CCN1OCC(NC(=O)c2ccc(C3=NOC(c4cc(Cl)c(F)c(Cl)c4)(C(F)(F)F)C3)cc2C)C1=O,1,train
C=CS(=O)(=O)CCCC(=O)Nc1ccc(S(=O)(=O)O)c(N=Nc2c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)c(N=Nc4ccc(S(=O)(=O)C=C)cc4)c(N)c3c2O)c1,0,valid
CC(C)(C)OC(=O)Nc1ccc(Oc2cc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c([N+](=O)[O-])c2)cc1,1,valid
NC(=O)Nc1cc(Nc2nc(Cl)nc(Nc3ccc(S(=O)(=O)CCOS(=O)(=O)O)cc3)n2)ccc1N=Nc1cc2c(S(=O)(=O)O)cc(S(=O)(=O)O)cc2cc1S(=O)(=O)O,0,train
FC(F)(F)c1ccc(Cl)cc1,1,train
Oc1ccn(-c2ccc(Cl)cc2)n1,1,train
Nc1c(S(=O)(=O)O)cc(Nc2ccc(S(=O)(=O)CCOS(=O)(=O)O)cc2)c2c1C(=O)c1ccccc1C2=O,0,train
Fc1c(Cl)cc(Br)cc1Cl,1,train
COC(=O)COc1nc(F)c(Cl)c(N)c1Cl,1,train
CC1=NN(c2cccc(S(=O)(=O)O)c2)C(=O)C1N=Nc1cc(Cl)c(Cl)cc1S(=O)(=O)O,0,valid
Cc1c(C(F)(F)F)ccc2c1nc(Cc1c(Cl)ccc(C(=O)N3CCC(C(=O)O)CC3)c1Cl)n2C,1,test
CCOC(=O)C1CC(OS(=O)(=O)c2ccccc2)=NN1c1ncccc1Cl,1,train
CCCCCCCCCCCCOC(=O)Nc1ccc(S(=O)(=O)O)c(N=NC2C(=O)N(c3cc(Cl)c(S(=O)(=O)O)cc3Cl)N=C2C)c1,1,valid
CONC(C)Cc1c(Cl)cc(Cl)cc1Cl,1,train
Cc1cnc(N)s1,0,train
CC(=O)OCCN(CCC#N)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1,1,valid
NC1CCCN(c2ccn3ncc(-c4cccc(Cl)c4)c3n2)C1,1,train
Fc1c(Cl)ncnc1Oc1ccccc1Cl,1,train
CC1(O)CCC(Nc2ccn3ncc(-c4cccc(Cl)c4)c3n2)CC1,1,train
CC(C)(O)C1CCC(Nc2ccc3ncc(-c4cccc(Cl)c4)n3n2)C1,1,train
Nc1c(S(=O)(=O)O)cc(Nc2cccc(S(=O)(=O)CCOS(=O)(=O)O)c2)c2c1C(=O)c1ccccc1C2=O,0,train
C=CS(=O)(=O)c1ccc(Nc2nc(Cl)nc(Nc3ccc4c(O)c(N=Nc5cc([N+](=O)[O-])ccc5O)c(S(=O)(=O)O)cc4c3)n2)cc1,1,test
CC1(C)CCC(=Cc2ccc(Cl)cc2)C1=O,1,valid
O=S(=O)(O)OCCS(=O)(=O)c1cccc(Nc2nc(NCCNc3ccc4c(c3S(=O)(=O)O)Oc3c(Cl)c5c(c(Cl)c3=N4)Oc3c(ccc(NCCNc4nc(Nc6cccc(S(=O)(=O)CCOS(=O)(=O)O)c6)nc(Nc6cc(S(=O)(=O)O)ccc6S(=O)(=O)O)n4)c3S(=O)(=O)O)N=5)nc(Nc3cc(S(=O)(=O)O)ccc3S(=O)(=O)O)n2)c1,0,test
Nc1ncc(F)cc1-c1ccc(Oc2ncc(NC(=O)Nc3cc(C(F)(F)F)ccc3-c3cccnc3)cn2)cc1,1,train
Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,1,train
CCCCN(c1nc(Cl)nc(N(CCCCCCN(c2nc(Cl)nc(N(CCCC)C3CC(C)(C)NC(C)(C)C3)n2)C2CC(C)(C)NC(C)(C)C2)C2CC(C)(C)NC(C)(C)C2)n1)C1CC(C)(C)NC(C)(C)C1,1,train
COc1cc2c(cc1O)C(CCc1ccc(Cl)cc1)N(C)CC2,1,test
OCC1CCC(Nc2ccn3ncc(-c4cccc(Cl)c4)c3n2)CC1,1,train
Cc1cccc(N)c1N,0,train
CCCCC(CC)COC(=O)C(C)Oc1ccc(Cl)cc1C,0,test
Cc1cc(N)c(S(=O)(=O)O)cc1Cl,0,valid
Nc1c(S(=O)(=O)O)cc(S(=O)(=O)O)c2cccc(O)c12,0,train
O=C(O)C1CCc2ccc(COc3ccc(-c4[nH]ncc4Cl)nc3)cc2O1,1,train
Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N(C)C(CC(C)C)C(=O)NCCC(NC(=O)C2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1,1,train
CCCCOc1nc(N)c2nc(O)n(Cc3ccc4c(c3)Sc3cc(CNC5COC5)ccc3N4C)c2n1,1,train
CCOc1ccc(-c2cc(C=O)c(O)c(OC)c2)cc1Cl,1,train
Cc1cc(N=Nc2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)cc2)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,0,valid
CCN(CC[N+](C)(C)CC(C)O)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1,1,train
N#Cc1ncc(N)cc1C(F)(F)F,1,train
CON=C(C)Cc1c(Cl)cc(Cl)cc1Cl,1,test
C=CCN(CC=C)c1cc(NC(C)=O)c(N=Nc2c(Cl)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,1,test
CCN(c1cccc(S(=O)(=O)CCOS(=O)(=O)O)c1)c1nc(Cl)nc(Nc2cc(S(=O)(=O)O)cc3cc(S(=O)(=O)O)c(N=Nc4ccc(S(=O)(=O)CCOS(=O)(=O)O)cc4)c(O)c23)n1,0,test
FC(C(F)(F)F)C(F)(F)Oc1cc(Cl)ccc1Cl,0,valid
CCN(c1ccc(S(=O)(=O)CCOS(=O)(=O)O)cc1)c1nc(Cl)nc(Nc2cc(S(=O)(=O)O)cc3cc(S(=O)(=O)O)c(N=Nc4ccc5ccccc5c4S(=O)(=O)O)c(O)c23)n1,1,train
NCCc1ccc(-c2c(O)cc(Cl)c3[nH]c(=O)c4sccc4c23)cc1Cl,1,train
COc1cc(C=O)c(Cl)cc1O,1,valid
CCCc1c(O)c(Oc2c(Cl)c(O)c(Cl)c(CCC)c2C(=O)OC)c(Cl)c(OC)c1Cl,1,train
CC(=O)Oc1ccc(Cl)cc1Cl,1,train
O=S(=O)(c1ccccc1)c1ccc(Cl)cc1,1,train
CNC1=Nc2ccc(Cl)cc2C(c2ccc[nH]2)=NC1,1,train
O=C1OC2(c3cc(Br)c(O)c(Br)c3Oc3c2cc(Br)c(O)c3Br)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,1,test
CC(C)(Oc1ccc(Cl)cc1)C(=O)O,0,train
Cc1ccc(N)c(S(=O)(=O)O)c1,0,train
Nc1cc(-c2cccs2)n[nH]1,1,train
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,1,train
Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,1,train
O=C1C(=NNc2cc(Cl)ccc2O)C(S(=O)(=O)O)=Cc2cc(S(=O)(=O)O)cc(O)c21,0,train
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,1,test
CCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,1,train
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4cnc(OCC5(F)CCN(CC(F)F)CC5)c(Cl)c4)c(Oc4cnc(N)c(Cl)c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,0,train
CCSC(=O)COc1ccc(Cl)cc1Cl,1,valid
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCN(C6CCOCC6)CC5)c([N+](=O)[O-])c4)c(Oc4cccc5[nH]c(C(F)(F)F)cc45)c3)CC2)=C(c2ccc(Cl)cc2)C1,0,train
CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,1,train
Clc1ccc(N(Cl)Cl)c(Cl)c1Cl,1,train
O=c1[nH]cc(Cl)c(=O)[nH]1,1,train
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1C,0,train
O=C=Nc1ccccc1Cl,1,train
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1,0,train
CCCSc1nc(Cl)c([N+](=O)[O-])c(Cl)n1,1,train
CC(C)Oc1cc(NNC(=O)C(C)(C)C)c(Cl)cc1Cl,1,train
COc1ccccc1NC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3OC)c(Cl)c2)cc1Cl)C(C)=O,0,train
CC(=O)C(N=Nc1cc(Cl)c(-c2cc(Cl)c(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3C)cc2Cl)cc1Cl)C(=O)Nc1ccc(C)cc1C,0,train
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1,0,train
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1C,0,train
COc1cc(NS(=O)(=O)c2ccc(C)cc2)c2c(c1N)C(=O)c1ccccc1C2=O,0,valid
CCOc1ccc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4ccc(OCC)cc4)c(Cl)c3)cc2Cl)C(C)=O)cc1,0,train
CC(=O)Nc1cc(S(=O)(=O)O)cc(N)c1O,0,train
COc1ccc(OC)c(N)c1,0,train
Nc1cccc(Nc2nc(NCCO)nc(NCCCCNc3nc(NCCO)nc(Nc4cccc(N)c4)n3)n2)c1,1,train
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,1,train
Nc1ccc(Nc2ccccc2)cc1,1,train
O=[N+]([O-])c1ccc(Cl)cc1C(F)(F)F,1,train
Clc1nc2ccccc2s1,1,train
COc1cc(NS(=O)(=O)c2ccccc2)c2c(c1N)C(=O)c1ccccc1C2=O,0,train
COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,1,train
Cc1ccc(Cl)cc1N,1,valid
COc1ccc(C)cc1N,1,train
CCC(=O)Nc1cccc(Nc2cc(S(=O)(=O)O)c(N)c3c2C(=O)c2ccccc2C3=O)c1,0,test
